user_id,created_at,birthyear,gender,is_active,maildomain,region,orig_1,orig_2,utm_src,utm_med,utm_cpg,channel,dx_0,dx_1,dx_2,dx_3,gx,im,purchase_90_n,purchase_90_bin,age
140191,2017-05-16 15:52:38,1983,1.0,1,5326,308.0,15.0,,67.0,5.0,0.0,4.0,73.95901954984325,3.132140073839696,38.45370006926044,60.172578913847076,82.57475788552928,0.12882203211420884,5.0,1,36
215284,2017-10-04 15:46:11,1980,,1,5910,234.0,15.0,,74.0,14.0,0.0,7.0,59.783630378183936,4.585250938664974,63.63202021946199,75.7152286051252,27.803568199786593,0.05024824228880975,3.0,1,39
79760,2017-01-12 13:24:57,1986,,1,3429,234.0,15.0,,40.0,4.0,0.0,10.0,56.512976744448956,3.5131420837059126,54.085295961442434,68.16731413900314,-47.70716685248375,0.023809208621463074,3.0,1,33
87933,2017-01-30 04:19:28,1986,,1,5326,598.0,42.0,,67.0,5.0,0.0,4.0,63.668494470364244,5.680537248626118,55.62572418134328,43.142073300803574,31.75084241348673,0.2996483011631026,1.0,1,33
215179,2017-10-04 12:50:15,1988,,1,5919,863.0,15.0,,55.0,13.0,0.0,10.0,58.59817979945841,2.5135034802934326,32.202997386456616,66.55927621214586,31.940337200031053,0.22083317025580415,1.0,1,31
144001,2017-05-23 17:37:58,1996,,1,5326,234.0,15.0,,67.0,5.0,0.0,4.0,68.21055147857308,3.6734041787543528,61.65082213243762,22.063848794702693,25.944263260327247,0.6411113806724908,3.0,1,23
295543,2018-02-09 19:20:17,1989,,1,5326,657.0,45.0,,74.0,14.0,0.0,7.0,32.978718212406264,5.875991310813963,46.02635830588561,48.170542694404055,-18.575576485717246,0.7620571853725319,1.0,1,30
154310,2017-06-13 01:45:07,1982,,1,6463,290.0,45.0,,55.0,13.0,0.0,2.0,33.966056697557164,5.717287977408812,62.585801679750396,37.52268813537883,0.3111230051475863,0.23105259782586296,2.0,1,37
172068,2017-07-12 03:55:40,1988,,1,7658,598.0,15.0,,67.0,5.0,0.0,4.0,60.776560415969726,0.42420191998952816,53.81483846117751,36.295370043230015,-2.5109685358074145,0.58807801617385,1.0,1,31
133606,2017-05-03 22:32:34,1973,,1,8327,674.0,15.0,,55.0,13.0,0.0,2.0,42.27932685137512,4.650114416500535,58.25066807788786,50.721494217226,-20.78647823482406,0.989583874223852,1.0,1,46
193506,2017-08-28 12:51:17,1984,,1,5910,59.0,15.0,,90.0,20.0,0.0,10.0,57.701254349703675,6.108494274978553,47.07496097357464,59.69855281083781,-24.36531190386219,0.07060971954640982,1.0,1,35
40865,2016-10-26 01:23:46,1986,,1,5910,598.0,42.0,,184.0,26.0,0.0,12.0,46.49684318257101,5.999174114671924,49.48090545341814,52.46908338034132,46.469038151837395,0.6614803783213888,3.0,1,33
153679,,1983,,1,5910,59.0,15.0,,67.0,5.0,0.0,10.0,53.676757970425555,2.6869822932084544,41.12227541220964,66.71577565775603,-1.7594192138919449,0.8478240524910255,1.0,1,36
220018,2017-10-12 04:32:37,1986,,1,5326,59.0,22.0,6862.0,67.0,5.0,0.0,10.0,37.00734114155469,2.455008128668432,66.83607930025622,50.75268409574665,-111.59107668876374,0.4890171600933424,2.0,1,33
195835,2017-08-31 13:25:16,1798,0.0,1,8092,308.0,15.0,26967.0,74.0,14.0,0.0,7.0,40.142009340233656,7.227519010617157,48.860803483743545,25.90894185312933,29.76332875561913,0.9609629244044572,2.0,1,36
2987,2016-08-19 12:49:57,1960,0.0,1,5910,308.0,15.0,,55.0,13.0,0.0,12.0,61.785411593735326,2.2401156661874304,56.827886271626966,33.41323710913919,88.74823839732662,0.4418289146176574,1.0,1,59
282585,2018-01-19 14:01:45,1981,,1,13429,59.0,18.0,6458.0,74.0,14.0,0.0,4.0,36.007097131110676,7.547376261337288,49.27136827487112,32.62312602807265,20.761849077353986,0.7889724525376176,2.0,1,38
78196,2017-01-09 22:28:02,1983,,1,5326,59.0,22.0,,67.0,5.0,0.0,4.0,48.57728150512768,2.016964790315756,53.70150647600247,42.65384779087008,-54.199274468586026,0.7362799359475094,4.0,1,36
193451,2017-08-28 11:29:54,1979,1.0,1,2999,308.0,42.0,,74.0,14.0,0.0,7.0,40.19420579620584,4.51612374914771,50.87562079972553,46.550847548305356,-27.719361425115608,0.7553485060199576,1.0,1,40
231346,2017-10-27 16:09:20,1987,,1,10452,598.0,15.0,,55.0,13.0,0.0,2.0,52.29352987766271,6.942445613430924,50.19018581240832,50.35847414324303,21.98487265734736,0.727322368498452,1.0,1,32
83066,2017-01-18 23:50:14,1991,,1,5326,234.0,22.0,4598.0,67.0,5.0,0.0,4.0,57.008880792802884,3.3312750092958865,56.23609451328519,46.99877052467232,-24.136080145251288,0.5077355021912737,1.0,1,28
195334,2017-08-30 18:55:39,1992,,1,5910,308.0,15.0,,55.0,13.0,0.0,7.0,37.56276357797349,7.4778660354851265,59.9693914431601,59.52470680002278,-0.7843787676555951,0.16782110407788953,4.0,1,27
89320,2017-02-01 19:04:11,1983,,1,9608,598.0,45.0,,130.0,4.0,0.0,7.0,55.171690293709176,1.6977762638989793,59.27864813148186,57.840206353589366,-55.17898799380878,0.9932150734136715,1.0,1,36
73928,2017-01-01 16:11:54,1990,,1,5326,598.0,22.0,4598.0,136.0,4.0,0.0,0.0,77.33437751041929,2.9007006130347115,60.430792932372654,56.022855016993724,6.013195466889597,0.6554323481194725,1.0,1,29
314686,2018-03-07 19:11:41,1989,0.0,1,5326,598.0,22.0,,74.0,14.0,0.0,0.0,46.303299230422496,3.569610887703858,57.75201868942021,43.54902834183032,14.206241233555096,0.8055449213381489,1.0,1,30
258749,2017-12-15 08:35:58,1970,,1,7659,59.0,42.0,,74.0,14.0,0.0,2.0,52.676188962708395,6.8763109442634915,61.223665030873306,42.87618152571008,52.95641559581334,0.14701191030513105,1.0,1,49
75768,2017-01-04 18:43:29,1993,,1,5910,290.0,45.0,,55.0,13.0,0.0,2.0,47.629614295928405,6.41736748559966,41.15745568217361,31.910908378033962,-38.40969787036361,0.5189051002994846,3.0,1,26
59893,2016-12-03 05:08:12,1973,,1,5910,308.0,45.0,,66.0,20.0,0.0,10.0,48.34942469715804,6.703332740169612,54.03277139534249,34.12452482663144,11.176693221978494,0.9982464803769724,4.0,1,46
303613,2018-02-22 05:13:37,1992,,1,5326,674.0,22.0,,74.0,14.0,0.0,10.0,40.78050754757975,2.722066727157681,39.67062777129677,55.662937472206224,-3.59137980662138,0.2127690199678072,4.0,1,27
275937,2018-01-11 17:37:05,1978,,1,5326,59.0,14.0,15134.0,74.0,14.0,0.0,7.0,62.23731657875908,3.4657564857942336,44.679049150017995,16.088466271381574,47.84617673450454,0.22121747740349607,1.0,1,41
310362,2018-03-02 14:18:58,1976,,1,5910,308.0,75.0,0.0,74.0,14.0,0.0,7.0,66.37171689021662,1.711422931383853,42.38715197219039,52.68033044928852,38.652756853784815,0.8603032511353086,2.0,1,43
303151,2018-02-21 16:59:43,1995,,1,5326,283.0,43.0,,74.0,14.0,0.0,7.0,55.503007257439506,6.590336092205021,60.044600917310255,71.74231842786389,6.961717150586469,0.18366354549345176,2.0,1,24
291389,2018-02-03 14:10:40,1973,,1,5326,308.0,15.0,,169.0,8.0,0.0,0.0,44.211517793646095,8.223339375329386,42.56855234089653,57.78433133837074,-12.223798103313761,0.7354372918408145,2.0,1,46
116950,2017-04-04 03:55:11,1987,,1,9602,614.0,15.0,,102.0,4.0,0.0,1.0,34.520495004949694,7.036215308009634,57.85793634697544,28.592497093040986,9.25517862201364,0.6759933612424244,1.0,1,32
312596,2018-03-05 16:19:19,1966,0.0,1,8843,308.0,22.0,,66.0,20.0,0.0,10.0,39.440263076667925,4.751656451062349,43.38973708003153,60.20431596052039,7.360756045047481,0.7392302439862951,6.0,1,53
218195,2017-10-09 16:46:38,1983,,1,5326,308.0,15.0,,67.0,5.0,0.0,4.0,46.18926802507056,6.890510313515166,38.70089813243564,55.07417555508646,22.809463997182775,0.4105201141520045,2.0,1,36
279783,2018-01-16 20:16:45,1979,,1,5910,598.0,64.0,14647.0,172.0,20.0,0.0,10.0,55.448419293967845,3.3997443099522293,48.70422820811918,69.33143616403193,67.86671323377172,0.07724229567410335,1.0,1,40
197264,2017-09-02 20:25:53,1973,,1,8051,214.0,15.0,,66.0,20.0,0.0,10.0,47.18407606751343,-1.1079057905076102,32.8809642538377,73.06093450007546,-6.592012665004591,0.6774478472966909,2.0,1,46
237279,2017-11-07 00:53:16,1993,,1,5910,59.0,6.0,,74.0,14.0,0.0,7.0,44.6863761347421,7.310144157881327,76.67183889559605,46.75324466357952,-26.821963449727303,0.66210037827204,12.0,1,26
25073,2016-09-27 19:08:52,1975,0.0,1,10694,308.0,73.0,23655.0,55.0,13.0,0.0,7.0,63.759162316632,5.737547189034046,66.17945585242953,56.530784498723094,-40.17754232141557,0.8860896549578583,2.0,1,44
285485,2018-01-23 17:22:18,1999,1.0,1,5326,308.0,62.0,,74.0,14.0,0.0,7.0,49.98097015050468,2.2006806002435386,52.87911894694176,31.02752904467557,-9.877022465687164,0.6238390102688159,2.0,1,20
296164,2018-02-11 04:43:28,1990,0.0,1,5326,598.0,15.0,,74.0,14.0,0.0,7.0,33.686476328325426,2.8441868803359607,52.73153056778967,58.10791120030721,75.52020028327367,0.7833530826294941,2.0,1,29
76264,2017-01-05 15:57:40,1983,1.0,1,5910,308.0,15.0,,74.0,14.0,0.0,0.0,61.87315520841404,9.150113034097108,43.31500548362062,45.72274973395649,81.10391635573734,0.6099513926725381,2.0,1,36
